angle,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
45,0.028055,0.106908,0.155047,0.114843,0.086455,0.099467,0.101429,0.119411,0.132786,0.143136,0.140712,0.121974,0.101067,0.081890,0.090894,0.106013,0.000021,0.989175,-0.229608,-0.222126,0.015744,0.036871,-0.014816,-0.014322,-0.001461,0.001828,0.462313,0.537687,0.242697,0.260739
45,0.028051,0.106900,0.154981,0.114844,0.086503,0.099467,0.101474,0.119425,0.132795,0.143000,0.140757,0.121999,0.101071,0.081876,0.090857,0.105984,0.000021,0.989174,-0.229651,-0.220696,0.015975,0.036287,-0.015702,-0.014527,-0.002222,-0.000330,0.462317,0.537683,0.242607,0.260628
45,0.023662,0.059211,0.105765,0.048566,0.036480,0.060146,0.052803,0.098919,0.109120,0.104597,0.114956,0.101357,0.091797,0.064341,0.054812,0.068364,0.000021,0.996595,-0.092763,-0.145228,0.028837,-0.026032,-0.028247,-0.020011,-0.035689,-0.044069,0.481395,0.518605,0.295071,0.285839
45,0.021615,0.097768,0.139193,0.105011,0.078725,0.085715,0.088300,0.107833,0.120090,0.117033,0.119107,0.109697,0.091960,0.073873,0.073174,0.093748,0.000000,0.996763,-0.189356,-0.196360,0.006664,0.006923,-0.011751,-0.003422,-0.002516,-0.001666,0.460925,0.539075,0.433387,0.449600
45,0.022936,-0.014284,0.091665,0.103174,0.077508,0.062048,0.070211,0.097771,0.110784,0.116202,0.108272,0.115163,0.048351,0.020586,-0.025706,-0.002019,0.000000,0.830766,-0.121820,-0.202972,-0.017555,-0.007033,-0.014510,-0.014463,0.067210,0.364756,0.475628,0.524372,0.986476,0.940638
45,-0.004041,-0.010825,0.004890,0.007842,-0.007881,-0.002653,-0.008835,0.007338,-0.001100,0.006063,0.008258,-0.006013,0.010389,-0.006239,-0.004525,0.021186,0.000896,-0.040606,0.154882,0.638134,0.155378,0.958068,0.615984,1.224296,0.483808,1.251805,0.499139,0.500861,1.486240,1.488061
45,0.006441,-0.000631,-0.010696,-0.002324,-0.000231,0.008951,0.001315,0.001050,-0.023279,-0.007538,-0.003364,-0.002925,-0.026944,-0.006935,-0.010622,-0.008798,-0.000875,-0.037094,0.095932,0.377937,0.287470,0.830487,0.304127,0.956721,0.480208,1.160356,0.502176,0.497824,1.487092,1.486741
45,0.078649,0.171647,0.229586,0.171683,0.133933,0.157697,0.171827,0.197200,0.225381,0.232379,0.224239,0.225370,0.203935,0.182803,0.184974,0.199272,0.000000,0.933993,-0.372088,-0.348146,0.008633,0.002980,-0.006159,-0.008202,0.008067,0.013146,0.419405,0.580595,0.449389,0.464125
45,0.061771,0.170368,0.231644,0.176345,0.135450,0.158202,0.170512,0.197357,0.224932,0.231063,0.233404,0.226979,0.208164,0.185617,0.189756,0.208678,0.000000,0.933823,-0.372747,-0.390109,0.017105,0.012604,-0.012867,-0.010712,0.003196,0.004974,0.421273,0.578727,0.439837,0.457067
45,0.061548,0.170412,0.231703,0.176308,0.135472,0.158262,0.170516,0.197535,0.224919,0.231065,0.233426,0.226960,0.207812,0.185693,0.189564,0.208828,0.000000,0.933947,-0.372447,-0.390201,0.017694,0.013231,-0.011105,-0.010738,0.002243,0.006034,0.421305,0.578695,0.440440,0.457802
45,0.041873,0.166801,0.215043,0.178912,0.124059,0.153664,0.170789,0.191002,0.220370,0.226791,0.227822,0.218495,0.205535,0.179910,0.192431,0.208685,0.000000,0.934495,-0.347380,-0.396055,0.005943,0.023075,-0.012100,-0.010735,0.010347,0.006205,0.424901,0.575099,0.501618,0.525650
45,0.038083,0.113514,0.142660,0.119454,0.086016,0.097714,0.093257,0.112774,0.129320,0.136754,0.153259,0.135456,0.101483,0.090380,0.102478,0.105459,0.000000,0.978426,-0.197392,-0.227026,0.006386,0.017005,-0.009947,-0.015865,-0.007234,-0.000276,0.452742,0.547258,0.304957,0.331935
45,0.030186,0.113909,0.157162,0.119157,0.086489,0.093491,0.097556,0.112472,0.125064,0.133507,0.134681,0.128258,0.106417,0.083560,0.104859,0.110156,0.000000,0.990759,-0.206519,-0.240466,0.015735,0.009898,-0.001776,-0.014937,-0.003410,-0.011571,0.460900,0.539100,0.252581,0.269832
45,0.030177,0.113958,0.157204,0.119306,0.086400,0.093505,0.097574,0.112462,0.125152,0.133463,0.134540,0.128106,0.106386,0.083536,0.104749,0.110018,0.000000,0.990802,-0.207432,-0.237238,0.016627,0.009454,-0.014144,-0.016992,-0.010038,-0.004533,0.460872,0.539128,0.252175,0.269572
45,0.028046,0.113892,0.168524,0.115032,0.085058,0.097830,0.111890,0.112331,0.121964,0.124551,0.124533,0.128988,0.113343,0.092814,0.116471,0.122392,0.000000,0.994648,-0.230134,-0.256120,0.006640,0.000839,-0.019600,-0.000338,0.005989,-0.006601,0.462001,0.537999,0.262124,0.294495
45,0.016648,0.081009,0.119991,0.104208,0.079835,0.083426,0.089985,0.100036,0.114332,0.117825,0.105854,0.105936,0.097745,0.070890,0.081879,0.087507,0.000000,0.999004,-0.145967,-0.160522,0.017726,-0.009154,-0.017105,-0.005501,-0.008090,-0.018666,0.471100,0.528900,0.360421,0.379607
45,0.018949,0.102845,0.113305,0.086119,0.073627,0.081078,0.086540,0.103954,0.120062,0.120802,0.117394,0.110409,0.110944,0.071301,0.068700,0.075872,0.000000,0.991215,-0.178026,-0.200174,0.009510,0.018241,-0.009644,-0.007125,-0.000901,0.006254,0.459204,0.540796,0.596922,0.603754
45,0.027094,0.114993,0.085621,0.065349,0.050199,0.081328,0.110458,0.080430,0.082987,0.092851,0.117752,0.021597,0.041290,0.021979,0.017935,-0.001118,0.000000,0.657302,-0.077345,-0.071973,-0.091993,-0.023166,0.003039,0.190251,0.055138,0.224686,0.479423,0.520577,1.171663,1.125231
45,0.016969,-0.009727,-0.012082,0.000303,-0.004906,0.026606,0.003273,0.005597,-0.000551,-0.001565,0.013839,0.002602,0.003063,-0.013484,-0.015122,0.002154,0.000896,-0.035103,0.129621,0.356505,0.158115,0.735714,0.170602,1.061117,0.446107,1.203522,0.498275,0.501725,1.486973,1.488439
45,0.064310,0.169019,0.228342,0.174885,0.144499,0.165317,0.173728,0.197514,0.227813,0.235432,0.234246,0.223488,0.206306,0.184727,0.189775,0.208906,0.000021,0.934212,-0.361812,-0.382955,0.020001,0.008737,-0.002307,-0.001042,-0.003325,0.002956,0.420480,0.579520,0.402128,0.419773
45,0.062100,0.169717,0.229305,0.176284,0.141241,0.163953,0.172173,0.198822,0.227194,0.234147,0.233834,0.223929,0.205939,0.185952,0.188282,0.206513,0.000000,0.932310,-0.372067,-0.389527,0.016909,0.016037,-0.010969,-0.010642,-0.002225,0.010038,0.420853,0.579147,0.441082,0.457908
45,0.061886,0.169749,0.229252,0.176250,0.141347,0.163923,0.172168,0.198762,0.227036,0.234071,0.233769,0.223750,0.205674,0.185712,0.188214,0.206871,0.000000,0.932436,-0.372450,-0.390107,0.017246,0.016101,-0.011546,-0.005989,0.000791,0.002719,0.420891,0.579109,0.441893,0.458753
45,0.055998,0.155187,0.198928,0.174753,0.142335,0.168503,0.167452,0.199261,0.218108,0.229764,0.228084,0.216118,0.207156,0.183203,0.176428,0.205659,0.000000,0.934204,-0.393652,-0.387678,0.045482,0.008108,0.001772,-0.021125,0.003485,0.011133,0.421132,0.578868,0.632971,0.651192
45,0.031588,0.126996,0.187600,0.134010,0.102397,0.114661,0.127638,0.139420,0.161136,0.161715,0.139389,0.127603,0.095509,0.091135,0.086025,0.108766,0.000021,0.986183,-0.230539,-0.256519,0.012655,0.001450,-0.029494,-0.010483,-0.010661,-0.002576,0.458390,0.541610,0.286004,0.300706
45,0.030446,0.127169,0.185474,0.133481,0.101656,0.116417,0.127373,0.138139,0.158947,0.162563,0.140741,0.126312,0.096309,0.091165,0.087274,0.110990,0.000021,0.990115,-0.237359,-0.262168,0.012293,0.004175,-0.005304,-0.012161,0.001468,0.005046,0.459029,0.540971,0.251450,0.270145
45,0.030449,0.127114,0.185391,0.133514,0.101602,0.116047,0.127026,0.137967,0.158884,0.162195,0.140633,0.126367,0.096429,0.091244,0.087179,0.110856,0.000021,0.990083,-0.237651,-0.261770,0.012097,0.009486,-0.011323,-0.004031,-0.003558,-0.002956,0.459033,0.540967,0.252390,0.271016
45,0.022626,0.099689,0.121052,0.101430,0.079174,0.078748,0.086807,0.115950,0.123385,0.123308,0.137231,0.120564,0.100814,0.095111,0.086134,0.107482,0.000000,0.997884,-0.198836,-0.202501,-0.001617,0.015238,0.006045,0.023290,-0.017067,-0.007916,0.472086,0.527914,0.287061,0.301183
45,0.031829,0.107085,0.139789,0.104503,0.079457,0.084319,0.089866,0.100463,0.119502,0.116651,0.116740,0.114810,0.097847,0.080572,0.078029,0.093948,0.000000,0.987128,-0.191365,-0.194737,0.009125,0.008123,-0.009760,-0.010004,-0.011533,0.003185,0.453353,0.546647,0.628715,0.638293
45,0.035142,0.102941,0.133731,0.103966,0.078037,0.085185,0.086977,0.107749,0.125846,0.121567,0.118397,0.138215,0.098887,0.083697,0.079378,0.097485,0.000000,0.985125,-0.183220,-0.199905,0.007915,0.009183,-0.014083,-0.007622,0.005488,-0.013170,0.450625,0.549375,0.622631,0.630493
45,0.035385,0.100407,0.139598,0.102392,0.079266,0.086866,0.086624,0.108069,0.129520,0.129718,0.146477,0.281342,0.133335,0.120053,0.098394,0.157070,0.000000,0.973539,-0.189609,-0.202010,0.014687,0.011224,0.001159,-0.049287,0.053286,-0.019989,0.441957,0.558043,0.606374,0.623282
45,0.031483,0.105222,0.141830,0.104986,0.067483,0.085701,0.082512,0.099308,0.098161,0.116431,0.086358,0.081380,0.063952,0.077362,0.070581,0.053390,0.000000,0.765262,-0.193420,-0.213361,-0.050995,0.045058,-0.011184,0.112456,0.130467,0.136390,0.469592,0.530408,1.018421,0.960661
45,0.011578,0.002170,-0.003655,-0.002700,0.016325,0.014917,0.010310,-0.007768,-0.008781,-0.005685,0.008447,0.009301,-0.017762,-0.001409,-0.003631,-0.003780,-0.000875,-0.037244,0.070007,0.393835,0.319126,0.757674,0.117270,1.038405,0.549477,1.211995,0.500210,0.499790,1.487234,1.485634
45,-0.007488,0.007055,0.001568,0.000299,-0.012639,-0.014249,-0.013355,-0.002187,0.013727,0.017702,-0.004616,-0.006317,0.014347,0.017040,0.009941,0.001844,0.000896,-0.033691,-0.061861,0.575160,0.207477,0.659135,0.299039,0.910952,0.537074,1.035494,0.498878,0.501122,1.485876,1.485984
45,0.050377,0.202317,0.238708,0.170688,0.131298,0.156463,0.167311,0.180092,0.220122,0.220759,0.239404,0.209358,0.166268,0.166446,0.172763,0.197517,0.000000,0.843980,-0.366795,-0.391146,0.030135,0.024816,-0.052508,0.014464,-0.022265,-0.041515,0.420504,0.579496,0.974643,0.915050
45,0.061967,0.170516,0.231539,0.176124,0.136419,0.157083,0.170720,0.196691,0.225074,0.233452,0.233085,0.225464,0.206645,0.185861,0.190373,0.210253,0.000000,0.933653,-0.372351,-0.387848,0.017441,0.014747,-0.010885,-0.013134,0.001113,0.000467,0.421259,0.578741,0.433800,0.451211
45,0.061575,0.170579,0.231586,0.176060,0.136525,0.157181,0.170827,0.196707,0.224930,0.233285,0.233414,0.225267,0.205767,0.185903,0.190058,0.210076,0.000000,0.933954,-0.372719,-0.389343,0.017511,0.015345,-0.016149,-0.010826,0.001350,0.004443,0.421252,0.578748,0.439616,0.457317
45,0.061435,0.170569,0.231562,0.176042,0.136546,0.157199,0.170741,0.196711,0.224909,0.233141,0.233192,0.224946,0.205609,0.186118,0.189624,0.209497,0.000000,0.934040,-0.372693,-0.389466,0.017883,0.013973,-0.010050,-0.011067,0.000733,0.004843,0.421359,0.578641,0.438701,0.456224
45,0.046915,0.178244,0.231856,0.177334,0.144853,0.156999,0.167104,0.194216,0.223554,0.237095,0.234637,0.221257,0.206686,0.187130,0.192836,0.208093,0.000000,0.956026,-0.373593,-0.387445,0.017301,0.022809,-0.001161,0.008796,0.014741,-0.000794,0.421548,0.578452,0.682839,0.692766
45,0.029460,0.109976,0.158416,0.117245,0.083779,0.095438,0.097529,0.109024,0.130852,0.127385,0.129849,0.126178,0.104024,0.101393,0.094207,0.125681,0.000000,0.991666,-0.204412,-0.241400,0.012119,0.011129,-0.023467,-0.007662,0.003930,-0.000332,0.461936,0.538064,0.250011,0.266249
45,0.029278,0.110275,0.158876,0.118072,0.084218,0.095499,0.097730,0.109536,0.131208,0.127898,0.129566,0.126290,0.104435,0.101354,0.093586,0.126167,0.000000,0.991868,-0.201227,-0.239743,0.012561,0.010766,-0.020014,-0.014579,-0.002338,-0.003752,0.461916,0.538084,0.239483,0.256796
45,0.029279,0.110273,0.158899,0.118047,0.084211,0.095471,0.097736,0.109515,0.131205,0.127889,0.129528,0.126246,0.104472,0.101407,0.093605,0.126127,0.000000,0.991869,-0.201316,-0.240232,0.013213,0.011149,-0.019869,-0.015941,-0.002416,-0.002768,0.461914,0.538086,0.239430,0.256751
45,0.017061,0.072104,0.081721,0.072931,0.050569,0.099292,0.088869,0.096294,0.118569,0.137116,0.095516,0.105288,0.087309,0.071297,0.059066,0.082022,0.000000,0.998180,-0.138739,-0.059531,-0.007959,-0.001293,-0.014142,-0.003460,0.016454,-0.018974,0.477878,0.522122,0.302805,0.318385
315,-0.003992,-0.103564,-0.131099,-0.090332,-0.086090,-0.107069,-0.136948,-0.141086,-0.151550,-0.182539,-0.203280,-0.194307,-0.196923,-0.215624,-0.223141,-0.204534,0.000000,0.995796,0.285265,0.253703,-0.004020,0.013150,-0.009094,0.009872,-0.007224,-0.002240,0.544273,0.455727,0.416410,0.365030
315,0.012107,-0.016514,0.000486,0.001318,0.001044,0.006536,0.001317,0.000699,-0.016195,-0.002842,0.025069,-0.005709,0.002225,-0.005067,-0.007915,0.010928,0.000896,-0.033168,-0.012130,0.564908,0.368455,0.836767,0.205401,1.048344,0.399692,1.234053,0.497467,0.502533,1.484096,1.488913
315,-0.009285,0.011162,-0.009424,0.010731,0.003413,-0.000918,0.014854,0.008115,0.006382,0.004629,-0.021271,0.003550,0.007016,0.017539,-0.014912,-0.014166,-0.000875,-0.035806,0.060108,0.517983,0.368146,0.794025,0.385653,0.970188,0.318398,1.049376,0.502043,0.497957,1.488068,1.482841
315,0.013887,-0.025944,0.014960,-0.005875,0.004343,0.018117,-0.011277,-0.004333,-0.017875,-0.000002,0.022034,-0.002718,0.009359,0.000875,0.003052,0.004328,0.000896,-0.036871,0.198136,0.354778,0.370080,0.796891,0.368619,1.218040,0.564775,1.183450,0.497888,0.502112,1.484831,1.487414
315,-0.100585,-0.231372,-0.261168,-0.185092,-0.213316,-0.254349,-0.245710,-0.315686,-0.366712,-0.397864,-0.400560,-0.408405,-0.380201,-0.408954,-0.401544,-0.373111,0.000000,0.824742,0.598765,0.741677,-0.021762,0.026468,-0.030154,-0.036221,-0.026967,0.003625,0.633243,0.366757,0.669407,0.611335
315,-0.090972,-0.224664,-0.253158,-0.212105,-0.200456,-0.251365,-0.287647,-0.310368,-0.345082,-0.392225,-0.421498,-0.413574,-0.409613,-0.419975,-0.424837,-0.404660,-0.000021,0.829936,0.628550,0.648915,0.003266,0.008662,0.003274,0.006995,-0.000211,0.008919,0.624368,0.375632,0.472371,0.383099
315,-0.090239,-0.224729,-0.253165,-0.212195,-0.200460,-0.251400,-0.287583,-0.310436,-0.344997,-0.392220,-0.421701,-0.413769,-0.408836,-0.419902,-0.425147,-0.405685,-0.000021,0.829754,0.628848,0.648804,0.003341,0.009290,0.006699,0.008117,0.002709,0.007361,0.624546,0.375454,0.476568,0.386385
315,-0.089965,-0.224686,-0.253257,-0.212289,-0.200791,-0.252201,-0.288100,-0.311110,-0.344954,-0.392185,-0.421948,-0.412955,-0.408738,-0.419501,-0.425916,-0.406121,-0.000021,0.830308,0.630336,0.649935,0.004045,0.012926,0.002950,0.003168,0.002523,-0.002341,0.624108,0.375892,0.473171,0.384770
315,-0.090154,-0.082999,-0.136215,-0.028172,-0.068811,-0.092115,-0.121107,-0.067752,-0.088623,-0.189209,-0.177287,-0.107342,-0.037055,-0.007699,-0.043084,-0.071373,-0.000042,0.974944,0.300734,0.260998,0.088849,0.048406,0.009305,0.084173,0.166142,0.014877,0.540119,0.459881,0.377047,0.417922
315,-0.031201,-0.142986,-0.174178,-0.095257,-0.092181,-0.128467,-0.163546,-0.154545,-0.168556,-0.221272,-0.226102,-0.200579,-0.209678,-0.225653,-0.225599,-0.243097,-0.000021,0.980083,0.336079,0.322258,0.009210,0.014934,-0.038483,0.007122,-0.013354,0.001750,0.549580,0.450420,0.264891,0.232131
315,-0.031188,-0.142548,-0.174887,-0.095313,-0.092637,-0.128703,-0.163559,-0.154914,-0.168583,-0.221823,-0.226234,-0.200576,-0.209787,-0.226233,-0.226508,-0.243967,-0.000021,0.980198,0.345240,0.336013,0.014756,0.011040,-0.047291,0.013512,-0.008191,0.006652,0.550120,0.449880,0.257865,0.220370
315,-0.030982,-0.130988,-0.161277,-0.088658,-0.088820,-0.127330,-0.158528,-0.147580,-0.161732,-0.216165,-0.212917,-0.195349,-0.213799,-0.219681,-0.205631,-0.236499,-0.000021,0.980471,0.334603,0.348084,0.010818,0.017876,-0.022033,-0.004081,-0.019372,0.026455,0.545739,0.454261,0.304481,0.284160
315,-0.010426,-0.101913,-0.033706,-0.031400,-0.044224,-0.064004,-0.079029,-0.113200,-0.120723,-0.135668,-0.128898,-0.135129,-0.138429,-0.165046,-0.146901,-0.118561,0.000000,0.991026,0.236587,0.124706,0.010153,-0.006523,0.017609,0.015986,0.000925,-0.028007,0.523091,0.476909,0.381261,0.376961
315,-0.009063,-0.106740,-0.124531,-0.077418,-0.091250,-0.117676,-0.139812,-0.137985,-0.155306,-0.173840,-0.187506,-0.216276,-0.206999,-0.181226,-0.230415,-0.187356,0.000000,0.986244,0.239713,0.282357,-0.012838,0.039675,0.021964,0.002754,0.011591,0.024002,0.551200,0.448800,0.551519,0.519447
315,0.008752,-0.013899,0.002014,0.010982,0.005054,0.024594,-0.001546,-0.003663,-0.003903,-0.000734,-0.001278,0.023530,-0.018379,-0.004161,0.000676,-0.007958,-0.000875,-0.035019,-0.104013,0.251044,0.268255,0.690088,0.105717,1.005222,0.300777,0.998480,0.499096,0.500904,1.482068,1.482714
315,-0.006878,0.009202,0.002442,-0.000066,-0.009528,-0.003349,-0.014270,0.003966,0.018121,-0.001558,-0.001961,-0.001857,0.007661,0.023615,0.009838,-0.006652,0.000896,-0.034921,-0.021735,0.531021,0.325695,0.866905,0.345096,1.059519,0.402833,1.001316,0.499232,0.500768,1.486568,1.486318
315,0.009871,-0.008328,0.002089,0.002487,0.001578,0.015084,0.008764,-0.010719,-0.000961,0.002700,0.005020,0.007190,-0.020296,-0.009796,-0.013816,0.004385,-0.000875,-0.035097,0.152371,0.423053,0.293130,0.798787,0.213135,1.111127,0.419245,1.173676,0.499791,0.500209,1.485938,1.486934
315,-0.072704,-0.249575,-0.247349,-0.222855,-0.198896,-0.190961,-0.277815,-0.280426,-0.338041,-0.355586,-0.402021,-0.350301,-0.330557,-0.358984,-0.401069,-0.383015,0.000000,0.633403,0.632921,0.673794,0.012412,-0.020572,0.056452,0.043819,-0.029954,-0.007890,0.625277,0.374723,0.921032,0.954118
315,-0.091057,-0.223427,-0.250525,-0.216404,-0.196787,-0.256372,-0.285018,-0.313364,-0.343560,-0.389500,-0.418397,-0.412685,-0.410464,-0.417609,-0.428111,-0.401233,-0.000021,0.832094,0.628076,0.648599,0.002089,0.009417,0.005426,0.011230,0.000772,0.006557,0.623942,0.376058,0.469493,0.380395
315,-0.090285,-0.223447,-0.250725,-0.216260,-0.196909,-0.256195,-0.284952,-0.313233,-0.343744,-0.389475,-0.418351,-0.412078,-0.410301,-0.417200,-0.428073,-0.401440,-0.000021,0.831624,0.628097,0.648414,0.001900,0.013905,0.005602,0.011080,0.003709,0.006549,0.624302,0.375698,0.477066,0.386547
315,-0.090212,-0.223426,-0.250750,-0.216350,-0.196809,-0.256211,-0.285060,-0.313019,-0.343734,-0.389503,-0.418396,-0.412030,-0.410302,-0.417164,-0.427635,-0.401578,-0.000021,0.831900,0.628457,0.647630,0.002471,0.010096,0.007326,0.005385,0.006264,0.013075,0.624193,0.375807,0.476309,0.386073
315,-0.061522,-0.225810,-0.257549,-0.223988,-0.192452,-0.247839,-0.284227,-0.308163,-0.338570,-0.386815,-0.415029,-0.409443,-0.407763,-0.414981,-0.412888,-0.395025,0.000000,0.878119,0.626316,0.632115,0.006966,0.012424,0.025133,0.014662,-0.014442,0.007905,0.632100,0.367900,0.724700,0.633106
315,-0.035310,-0.153620,-0.210870,-0.145593,-0.129523,-0.172526,-0.196177,-0.200410,-0.223101,-0.250993,-0.241151,-0.218470,-0.217293,-0.245279,-0.252315,-0.233575,-0.000021,0.975432,0.395315,0.399885,-0.003451,0.006333,0.012915,-0.003022,0.021281,0.003024,0.557852,0.442148,0.293251,0.253525
315,-0.034059,-0.154243,-0.210057,-0.144263,-0.129183,-0.171289,-0.194246,-0.196420,-0.221497,-0.250220,-0.241619,-0.219308,-0.217303,-0.245022,-0.251895,-0.233586,-0.000021,0.978269,0.392926,0.405486,0.004063,0.016917,0.002582,-0.025886,0.010588,0.015449,0.557197,0.442803,0.284383,0.242190
315,-0.034063,-0.154206,-0.209888,-0.144176,-0.128980,-0.171406,-0.194159,-0.196123,-0.221119,-0.249986,-0.241170,-0.219025,-0.217348,-0.245108,-0.252056,-0.233776,-0.000021,0.978252,0.392030,0.396364,-0.011984,0.005107,0.005931,-0.020707,0.009962,0.013152,0.557196,0.442804,0.285065,0.242862
315,-0.013263,-0.116548,-0.134719,-0.080755,-0.090290,-0.115690,-0.125879,-0.131351,-0.155940,-0.172014,-0.210696,-0.200307,-0.196390,-0.217910,-0.209994,-0.202149,0.000000,0.997985,0.252490,0.260148,0.012732,0.001941,0.013830,0.016101,0.010087,-0.006853,0.533654,0.466346,0.298731,0.262364
315,-0.038717,-0.114971,-0.135420,-0.087927,-0.081301,-0.111922,-0.132369,-0.140414,-0.152360,-0.180006,-0.198159,-0.187229,-0.199004,-0.210951,-0.219926,-0.202750,0.000000,0.970639,0.288501,0.288579,0.005105,0.011946,0.001644,0.010808,0.012171,-0.011436,0.566921,0.433079,0.650085,0.623633
315,-0.046021,-0.118328,-0.133879,-0.089370,-0.078648,-0.109873,-0.131384,-0.134921,-0.156338,-0.175709,-0.195472,-0.112311,-0.200665,-0.187690,-0.208712,-0.186760,0.000000,0.965120,0.291317,0.286395,0.010158,0.014718,-0.001059,-0.008368,0.011784,0.012434,0.562270,0.437730,0.587805,0.576423
315,-0.045459,-0.124050,-0.126586,-0.087299,-0.089673,-0.114920,-0.130544,-0.138391,-0.151211,-0.183603,-0.184984,-0.164532,-0.185871,-0.214567,-0.215114,-0.258256,0.000000,0.962742,0.292058,0.314745,0.011381,0.013657,-0.016315,0.047047,0.002766,0.050062,0.569438,0.430562,0.656640,0.629335
315,-0.091056,-0.222948,-0.251093,-0.217065,-0.193866,-0.254632,-0.285284,-0.311733,-0.345863,-0.390424,-0.422741,-0.417016,-0.411722,-0.418112,-0.429916,-0.401109,-0.000021,0.833432,0.628697,0.649678,0.003254,0.008360,0.005731,0.001727,0.012407,0.016877,0.623577,0.376423,0.465198,0.376982
315,-0.090245,-0.222926,-0.251229,-0.217071,-0.193917,-0.254463,-0.285301,-0.311562,-0.345706,-0.390435,-0.422380,-0.417293,-0.411031,-0.418300,-0.429460,-0.400830,-0.000021,0.832581,0.628338,0.647761,0.002878,0.010433,0.004687,0.004806,0.011160,0.015493,0.624059,0.375941,0.474867,0.384570
315,-0.090257,-0.222935,-0.251230,-0.217110,-0.193937,-0.254395,-0.285321,-0.311782,-0.345817,-0.390522,-0.422378,-0.417172,-0.411401,-0.417896,-0.429213,-0.401248,-0.000021,0.832815,0.628725,0.648190,0.002450,0.009159,0.006422,0.006248,0.006180,0.019618,0.624026,0.375974,0.474419,0.384355
315,-0.063142,-0.227399,-0.258336,-0.220342,-0.197912,-0.254785,-0.280256,-0.305844,-0.350307,-0.388955,-0.414660,-0.416303,-0.405084,-0.413084,-0.420806,-0.382343,0.000000,0.879107,0.625968,0.644417,-0.004934,0.014890,0.000797,-0.009612,-0.025669,0.047233,0.633488,0.366512,0.736559,0.642693
