angle,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29
315,-0.029872,-0.122010,-0.163716,-0.111714,-0.092948,-0.136814,-0.153691,-0.149725,-0.181631,-0.221075,-0.239979,-0.197661,-0.208960,-0.219951,-0.237917,-0.236456,-0.000021,0.978531,0.353689,0.339376,-0.010371,0.015936,0.012780,0.021128,0.007509,0.005023,0.549175,0.450825,0.259447,0.222218
315,-0.015817,-0.088203,-0.115643,-0.058062,-0.066917,-0.084908,-0.089086,-0.105979,-0.132060,-0.160404,-0.175386,-0.158707,-0.161094,-0.168375,-0.170938,-0.125004,-0.000021,0.996253,0.212435,0.244702,0.014455,-0.004371,-0.001503,0.023201,0.008840,0.024961,0.524449,0.475551,0.301702,0.286124
315,-0.008211,-0.129045,-0.137794,-0.085429,-0.081052,-0.118754,-0.127715,-0.137741,-0.153801,-0.180400,-0.196897,-0.199140,-0.195734,-0.201460,-0.218560,-0.199854,0.000000,0.990828,0.283466,0.303063,0.012141,0.006766,0.002835,-0.000460,0.010464,-0.006370,0.553579,0.446421,0.468255,0.434087
315,0.003975,-0.022995,-0.125376,-0.088456,-0.089126,-0.062944,-0.112675,-0.111910,-0.142884,-0.129778,-0.072711,-0.129727,-0.152299,-0.028452,-0.042846,-0.050400,0.000000,0.609664,0.296764,0.246924,-0.031158,-0.084363,0.018622,0.094958,0.166432,0.570468,0.527907,0.472093,1.124317,1.177151
315,0.009443,-0.022656,0.007565,0.009913,-0.002273,-0.003907,0.006529,-0.001775,-0.000582,0.009100,-0.001005,0.005506,-0.001470,-0.009769,-0.030734,0.011730,0.000896,-0.038127,0.017223,0.427999,0.215029,0.871934,0.168756,1.042625,0.683974,1.288987,0.498624,0.501376,1.481814,1.485359
315,-0.101738,-0.226202,-0.262946,-0.183463,-0.203098,-0.249692,-0.288565,-0.308563,-0.344950,-0.390474,-0.412883,-0.411414,-0.404516,-0.418073,-0.432919,-0.396521,0.000000,0.821168,0.626922,0.645099,0.009345,-0.000087,-0.021019,-0.018864,0.034924,-0.000678,0.634295,0.365705,0.613860,0.528380
315,-0.090822,-0.224671,-0.252786,-0.211984,-0.201113,-0.251830,-0.286927,-0.310362,-0.344721,-0.391596,-0.421305,-0.416891,-0.409855,-0.417917,-0.428383,-0.403500,-0.000021,0.830065,0.628619,0.648136,0.002756,0.011489,0.007857,0.011822,0.011849,0.013361,0.624383,0.375617,0.473949,0.384156
315,-0.090363,-0.224707,-0.252806,-0.212037,-0.201128,-0.251809,-0.286866,-0.310350,-0.344668,-0.391754,-0.421156,-0.416389,-0.408738,-0.417696,-0.428592,-0.404130,-0.000021,0.829950,0.628694,0.647870,0.003271,0.011451,0.008748,0.012436,0.008114,0.013038,0.624538,0.375462,0.477356,0.386946
315,-0.089892,-0.223745,-0.253385,-0.211676,-0.201930,-0.252600,-0.286772,-0.309843,-0.345790,-0.392162,-0.419815,-0.417167,-0.407823,-0.418318,-0.428425,-0.404836,-0.000021,0.831215,0.630794,0.652119,0.007142,0.006152,0.001595,0.012272,0.002386,0.006398,0.623373,0.376627,0.466140,0.377859
315,-0.049020,-0.102555,-0.182842,-0.115146,-0.059530,-0.125568,-0.134601,-0.139150,-0.158722,-0.185743,-0.218570,-0.241915,-0.218871,-0.234539,-0.288990,-0.244828,-0.000021,0.955171,0.274475,0.324047,-0.003666,0.006076,-0.090067,-0.062299,-0.010737,-0.012351,0.563797,0.436203,0.403189,0.343530
315,-0.031957,-0.124122,-0.192997,-0.114547,-0.098670,-0.123694,-0.146325,-0.144118,-0.158492,-0.199129,-0.229599,-0.228286,-0.213152,-0.250763,-0.263354,-0.232013,-0.000021,0.977979,0.329248,0.394773,0.000746,0.011869,-0.016053,0.000976,-0.001298,0.008018,0.551797,0.448203,0.266086,0.232296
315,-0.031833,-0.123864,-0.193250,-0.114352,-0.098443,-0.123999,-0.146149,-0.143966,-0.158646,-0.199244,-0.229780,-0.227960,-0.212427,-0.250616,-0.262267,-0.230865,-0.000021,0.978108,0.325626,0.397773,-0.003309,0.007913,-0.011264,0.007665,-0.000715,0.000991,0.551920,0.448080,0.264995,0.229370
315,-0.030580,-0.139301,-0.203191,-0.133551,-0.107741,-0.141296,-0.157596,-0.147398,-0.155955,-0.201601,-0.230788,-0.232945,-0.222346,-0.251927,-0.268897,-0.241796,-0.000021,0.980807,0.357533,0.409179,0.004269,-0.005125,-0.010211,0.011779,-0.007608,-0.005309,0.554806,0.445194,0.324627,0.268828
270,-0.027847,-0.113126,-0.131415,-0.100724,-0.092807,-0.121725,-0.133163,-0.174789,-0.202272,-0.239100,-0.252227,-0.239133,-0.238292,-0.234684,-0.256618,-0.210492,-0.000083,0.989439,0.341408,0.442609,0.032222,0.081237,0.134115,0.159941,0.139470,0.149290,0.534851,0.465149,0.264978,0.251320
270,0.000090,0.006660,-0.020264,0.000781,0.011373,-0.007795,0.009447,0.006485,-0.012702,-0.001148,-0.006987,0.000333,-0.006353,0.000173,-0.002566,-0.010124,-0.000875,-0.037753,-0.142138,0.552053,0.411525,0.975697,0.162706,1.152458,0.338907,1.228384,0.501684,0.498316,1.486349,1.484402
270,-0.112112,-0.249896,-0.276952,-0.258559,-0.240035,-0.305545,-0.340049,-0.377029,-0.419620,-0.471536,-0.503653,-0.494952,-0.494127,-0.489938,-0.504789,-0.478255,-0.000271,0.771339,0.749601,0.779259,0.006003,0.004151,0.019828,0.011449,0.001057,0.008178,0.643615,0.356385,0.441869,0.343357
270,-0.107427,-0.249528,-0.276322,-0.258213,-0.238609,-0.305040,-0.341609,-0.376729,-0.418819,-0.471786,-0.503329,-0.495482,-0.493189,-0.491821,-0.502456,-0.477262,-0.000271,0.765569,0.752403,0.776800,0.000460,0.012035,0.009449,0.010338,0.002358,0.010603,0.646395,0.353605,0.484658,0.371341
270,-0.107111,-0.249520,-0.276417,-0.258250,-0.238597,-0.304994,-0.341617,-0.376719,-0.418764,-0.471839,-0.503357,-0.495391,-0.492904,-0.491848,-0.502492,-0.477624,-0.000271,0.765470,0.750067,0.777445,0.000667,0.012032,0.008409,0.009204,0.012089,0.006925,0.646392,0.353608,0.485438,0.372176
270,-0.072251,-0.228447,-0.271478,-0.254565,-0.208379,-0.295233,-0.346222,-0.370874,-0.414773,-0.474682,-0.495154,-0.493036,-0.484224,-0.492521,-0.500344,-0.464085,0.000000,0.778882,0.727412,0.710817,-0.010763,0.005048,-0.003358,-0.010593,0.020775,0.011525,0.661342,0.338658,0.726499,0.577347
270,-0.062891,-0.187951,-0.201348,-0.199280,-0.163931,-0.186912,-0.216946,-0.225628,-0.230225,-0.310379,-0.316300,-0.339548,-0.313075,-0.331253,-0.367367,-0.304883,-0.000021,0.924702,0.477931,0.611240,0.063522,0.098198,0.079761,0.065945,0.143971,0.224204,0.580778,0.419222,0.305465,0.257891
270,-0.047377,-0.183694,-0.200971,-0.179478,-0.157369,-0.183499,-0.214838,-0.221868,-0.232754,-0.300896,-0.314097,-0.327586,-0.304652,-0.323590,-0.357790,-0.327373,-0.000021,0.960194,0.487389,0.550307,0.051237,0.101985,0.099915,0.085845,0.158638,0.208778,0.571943,0.428057,0.274464,0.220331
270,-0.047321,-0.183676,-0.200754,-0.179531,-0.157435,-0.183535,-0.214832,-0.221694,-0.232692,-0.300905,-0.314221,-0.328001,-0.304826,-0.323575,-0.358402,-0.326959,-0.000021,0.960263,0.488170,0.540176,0.052467,0.096828,0.101323,0.080608,0.153785,0.195332,0.572054,0.427946,0.272878,0.217586
270,-0.031066,-0.147781,-0.204178,-0.142272,-0.136639,-0.169282,-0.203251,-0.212432,-0.234316,-0.275712,-0.305993,-0.314729,-0.297037,-0.303715,-0.345656,-0.354113,-0.000021,0.987775,0.433537,0.475219,0.038105,0.089737,0.116948,0.158954,0.180238,0.195263,0.557343,0.442657,0.265884,0.207354
225,-0.091762,-0.257477,-0.272725,-0.231986,-0.231529,-0.275306,-0.328411,-0.333525,-0.379373,-0.407473,-0.450078,-0.417121,-0.372218,-0.430510,-0.472391,-0.452227,0.000000,0.556631,0.696278,0.768553,-0.021602,0.056873,0.101644,0.114546,0.087097,0.052306,0.650075,0.349925,0.960221,0.976564
225,-0.103085,-0.243758,-0.269283,-0.248075,-0.234093,-0.292087,-0.330960,-0.360044,-0.399427,-0.451159,-0.484093,-0.478188,-0.473690,-0.473388,-0.484157,-0.461610,-0.000021,0.778194,0.722645,0.746278,0.000383,0.010978,0.009274,0.012840,0.004457,0.009309,0.640937,0.359063,0.478606,0.372595
225,-0.075201,-0.246199,-0.279645,-0.254623,-0.236218,-0.282740,-0.330390,-0.361151,-0.403492,-0.450247,-0.485084,-0.472053,-0.467924,-0.472957,-0.468330,-0.444995,0.000000,0.836245,0.720434,0.757053,-0.012882,-0.004375,0.006822,0.008039,0.021026,-0.002645,0.651066,0.348934,0.729718,0.627315
225,-0.042470,-0.162554,-0.189500,-0.168361,-0.161256,-0.196932,-0.214520,-0.229458,-0.268273,-0.291612,-0.360578,-0.334262,-0.310682,-0.375903,-0.357941,-0.358834,-0.000042,0.962816,0.491797,0.571089,0.073194,0.171664,0.219258,0.297230,0.364225,0.396557,0.568547,0.431453,0.278995,0.226811
225,-0.041049,-0.165776,-0.187664,-0.161162,-0.155586,-0.194965,-0.211580,-0.228171,-0.263348,-0.296896,-0.344852,-0.335100,-0.315315,-0.375490,-0.366381,-0.367877,-0.000021,0.965271,0.502944,0.565778,0.074791,0.176112,0.235353,0.297183,0.356503,0.378674,0.569364,0.430636,0.255284,0.195130
225,-0.041050,-0.165763,-0.187718,-0.161182,-0.155529,-0.195055,-0.211481,-0.228082,-0.263354,-0.296843,-0.344811,-0.335226,-0.315447,-0.375572,-0.366361,-0.367768,-0.000021,0.965275,0.503057,0.561830,0.084520,0.174187,0.224803,0.304766,0.356799,0.379884,0.569388,0.430612,0.255260,0.194948
225,-0.018554,-0.130711,-0.157410,-0.099143,-0.130486,-0.161229,-0.191067,-0.209776,-0.239967,-0.283691,-0.304678,-0.308472,-0.268884,-0.276806,-0.237004,-0.282068,-0.000021,0.988490,0.264062,0.275852,0.077883,0.166485,0.236441,0.291501,0.195703,0.359867,0.556207,0.443793,0.377169,0.331877
225,-0.013989,-0.123580,-0.117809,-0.120431,-0.126946,-0.170919,-0.190346,-0.210773,-0.243506,-0.293816,-0.310443,-0.300012,-0.305731,-0.312675,-0.325450,-0.316770,0.000000,0.982671,0.250473,0.445384,0.087424,0.179616,0.259275,0.341174,0.384558,0.440374,0.578812,0.421188,0.504067,0.437237
225,-0.006841,-0.063154,-0.106047,-0.134584,-0.135530,-0.153368,-0.181712,-0.204011,-0.234656,-0.269259,-0.276798,-0.295882,-0.278843,-0.267340,-0.260856,-0.210722,0.000000,0.905106,0.312029,0.383631,0.084040,0.182453,0.237070,0.231121,0.320544,0.376548,0.577164,0.422836,0.831867,0.841430
225,-0.015147,-0.030405,-0.053007,-0.012875,-0.000324,0.000477,-0.003939,-0.024361,-0.011101,-0.018436,-0.009632,0.012658,-0.015332,-0.021865,-0.023509,-0.028914,-0.000021,0.070585,0.287965,0.114719,0.145301,0.320178,0.258713,0.886870,0.241145,0.869342,0.503359,0.496641,1.427761,1.441865
225,-0.082304,-0.255920,-0.278341,-0.239994,-0.236387,-0.285445,-0.323327,-0.323277,-0.393661,-0.407738,-0.432856,-0.414993,-0.389850,-0.421772,-0.451298,-0.423449,0.000000,0.587642,0.669576,0.744481,-0.011520,-0.011834,0.003333,-0.066495,0.021632,0.040174,0.648625,0.351375,0.901975,0.915453
225,-0.104255,-0.244661,-0.272349,-0.248188,-0.228539,-0.291763,-0.328117,-0.361661,-0.400468,-0.452044,-0.483113,-0.478896,-0.474269,-0.476527,-0.487237,-0.460309,-0.000021,0.776288,0.722685,0.746689,0.000424,0.009453,0.012438,0.010125,0.005046,0.008646,0.641008,0.358992,0.475181,0.369695
225,-0.103480,-0.244600,-0.272423,-0.248204,-0.228537,-0.291635,-0.327975,-0.361626,-0.400536,-0.451966,-0.483210,-0.478300,-0.474100,-0.476636,-0.487273,-0.460425,-0.000021,0.776247,0.722783,0.747394,0.001299,0.009265,0.010173,0.008088,0.003871,0.016780,0.641293,0.358707,0.480798,0.374182
225,-0.103415,-0.244559,-0.272373,-0.248174,-0.228522,-0.291634,-0.327809,-0.361727,-0.400283,-0.452201,-0.483040,-0.478083,-0.474389,-0.476611,-0.487272,-0.460503,-0.000021,0.776624,0.722578,0.747452,0.000612,0.008468,0.009009,0.009701,0.004216,0.016169,0.641148,0.358852,0.479732,0.373503
225,-0.076629,-0.246893,-0.274062,-0.260121,-0.227286,-0.279814,-0.318498,-0.354007,-0.390156,-0.448657,-0.474018,-0.472800,-0.467953,-0.465249,-0.480171,-0.452117,0.000000,0.835527,0.715604,0.732597,-0.001035,-0.013571,-0.003540,-0.012314,0.007557,0.016478,0.649554,0.350446,0.727012,0.622983
225,-0.042916,-0.189447,-0.195628,-0.211213,-0.199940,-0.229082,-0.301470,-0.316432,-0.350610,-0.362000,-0.393073,-0.357250,-0.332741,-0.343558,-0.367957,-0.343811,-0.000167,0.968728,0.538197,0.588951,0.039656,0.125419,0.198750,0.347496,0.350394,0.426440,0.578620,0.421380,0.293096,0.222179
225,-0.043237,-0.189908,-0.195646,-0.211036,-0.201857,-0.227511,-0.297207,-0.314158,-0.346829,-0.362325,-0.393583,-0.356531,-0.332780,-0.344274,-0.368822,-0.344728,-0.000167,0.969388,0.544595,0.632610,0.056880,0.155914,0.219760,0.347360,0.339017,0.416063,0.579780,0.420220,0.284260,0.204538
225,-0.043211,-0.189929,-0.195707,-0.211050,-0.201658,-0.227970,-0.297164,-0.314130,-0.346453,-0.362252,-0.393718,-0.356435,-0.332653,-0.344210,-0.369096,-0.344618,-0.000167,0.969338,0.544968,0.633752,0.061661,0.148780,0.200464,0.339929,0.354959,0.395415,0.579827,0.420173,0.284814,0.204944
225,-0.012150,-0.114016,-0.260401,-0.074701,-0.075438,-0.129480,-0.171585,-0.195365,-0.213712,-0.259409,-0.258187,-0.275053,-0.241262,-0.254676,-0.258361,-0.236048,-0.000021,0.990731,0.257621,0.393144,0.048664,0.134763,0.226427,0.287949,0.275908,0.331398,0.548343,0.451657,0.398974,0.357568
225,-0.049330,-0.137354,-0.147198,-0.122971,-0.127982,-0.164707,-0.193834,-0.217568,-0.248441,-0.290979,-0.313796,-0.299987,-0.298811,-0.318247,-0.331045,-0.316800,0.000000,0.907561,0.436792,0.481351,0.086722,0.187912,0.253199,0.327249,0.393493,0.474373,0.609542,0.390458,0.681524,0.590841
225,-0.054836,-0.133820,-0.145002,-0.121383,-0.130915,-0.162219,-0.191672,-0.218312,-0.255699,-0.285442,-0.311167,-0.243653,-0.263365,-0.313473,-0.318204,-0.301102,-0.000021,0.906756,0.433836,0.475178,0.092333,0.185975,0.264955,0.373424,0.396262,0.459786,0.597030,0.402970,0.598312,0.549439
225,-0.053110,-0.142519,-0.153024,-0.133111,-0.128282,-0.159558,-0.207751,-0.205368,-0.246647,-0.279662,-0.281260,-0.230810,-0.298357,-0.304164,-0.283568,-0.301368,-0.000021,0.880148,0.429015,0.494218,0.069137,0.216760,0.278197,0.306184,0.349979,0.518174,0.590444,0.409556,0.702638,0.705746
225,-0.032307,0.037561,-0.000713,-0.015749,0.002409,0.002227,-0.004188,0.013505,0.004270,0.021192,-0.019233,-0.007561,-0.020278,0.011164,0.001994,-0.009834,-0.000875,-0.028050,0.233316,0.108296,0.218864,0.499399,0.394468,0.936229,0.262914,0.856793,0.500485,0.499515,1.482442,1.480876
225,0.014692,-0.009866,0.002343,-0.016749,-0.004075,0.010448,-0.008986,-0.004321,-0.009020,0.006069,0.012218,0.000730,0.002879,-0.011119,0.010798,0.014357,0.000896,-0.037061,0.116637,0.388809,0.235464,0.680512,0.298450,1.080534,0.480775,1.342551,0.497339,0.502661,1.484041,1.487277
225,-0.014524,0.020774,-0.010356,0.000530,-0.002179,-0.012844,0.005367,0.006710,0.019668,0.007753,-0.010411,0.002801,-0.005169,0.012587,-0.012786,-0.003620,-0.000875,-0.037950,0.036797,0.545573,0.343222,0.832106,0.221989,1.087914,0.431316,1.162413,0.501846,0.498154,1.487416,1.483554
225,-0.107076,-0.243145,-0.267938,-0.248879,-0.233295,-0.293343,-0.329346,-0.361326,-0.399784,-0.450419,-0.487087,-0.474727,-0.466930,-0.475061,-0.482034,-0.457625,-0.000042,0.781351,0.723327,0.749225,0.002090,0.008649,0.010542,0.018392,0.008639,0.012938,0.638950,0.361050,0.448833,0.351851
225,-0.103532,-0.243679,-0.268545,-0.248951,-0.233446,-0.293008,-0.329932,-0.361026,-0.400139,-0.451262,-0.486040,-0.474652,-0.468503,-0.475187,-0.483140,-0.458038,-0.000021,0.778351,0.721867,0.747837,0.001150,0.010189,0.008285,0.014478,0.007144,0.008173,0.640769,0.359231,0.475909,0.370044
225,-0.103100,-0.243705,-0.268567,-0.248935,-0.233474,-0.292940,-0.329962,-0.361053,-0.399955,-0.451138,-0.485828,-0.474906,-0.468462,-0.475305,-0.482861,-0.458215,-0.000021,0.778623,0.722034,0.747795,0.001020,0.008924,0.007973,0.010918,0.010374,0.012715,0.640695,0.359305,0.476363,0.370531
225,-0.063672,-0.267846,-0.260075,-0.242692,-0.219762,-0.289015,-0.326284,-0.359384,-0.396856,-0.451684,-0.482006,-0.463046,-0.471515,-0.473738,-0.477906,-0.455512,0.000000,0.835755,0.712151,0.695383,-0.002069,0.022068,0.012599,0.001556,0.004761,0.023111,0.656936,0.343064,0.739723,0.614571
225,-0.040960,-0.141617,-0.189439,-0.117759,-0.158281,-0.173859,-0.236314,-0.244586,-0.288732,-0.325052,-0.356765,-0.302580,-0.316373,-0.338381,-0.349436,-0.328020,-0.000042,0.958998,0.448261,0.563961,0.069260,0.202707,0.251982,0.257900,0.390607,0.459769,0.566960,0.433040,0.299530,0.251091
225,-0.039419,-0.143721,-0.189590,-0.121743,-0.161290,-0.177270,-0.239291,-0.245836,-0.290384,-0.323980,-0.359819,-0.306381,-0.319573,-0.345477,-0.358191,-0.342268,-0.000042,0.964225,0.475369,0.572162,0.075681,0.196484,0.229787,0.261265,0.389730,0.475943,0.568184,0.431816,0.262835,0.196563
225,-0.039388,-0.143738,-0.189667,-0.121739,-0.161113,-0.177238,-0.239148,-0.245749,-0.290386,-0.323952,-0.359843,-0.306362,-0.319552,-0.345534,-0.358197,-0.342042,-0.000042,0.964229,0.474562,0.570876,0.075475,0.187814,0.231068,0.261938,0.393144,0.475987,0.568223,0.431777,0.262641,0.196004
225,-0.011467,-0.065719,-0.094329,-0.084521,-0.069678,-0.092877,-0.121635,-0.144355,-0.183232,-0.223841,-0.232717,-0.240083,-0.199109,-0.162208,-0.167975,-0.201064,-0.000021,0.991629,0.250412,0.146354,0.060945,0.095157,0.131638,0.021656,0.110078,0.103239,0.526439,0.473561,0.355845,0.339212
225,-0.010996,-0.079415,-0.105800,-0.121901,-0.123827,-0.152796,-0.185304,-0.211875,-0.244297,-0.285934,-0.313798,-0.294384,-0.287501,-0.313297,-0.319048,-0.272161,-0.000021,0.988866,0.351384,0.361560,0.082585,0.169723,0.242274,0.318271,0.379954,0.412535,0.562252,0.437748,0.439782,0.391677
225,-0.026092,-0.094336,-0.122599,-0.099216,-0.117190,-0.147594,-0.186477,-0.204269,-0.245146,-0.254453,-0.237797,-0.229781,-0.163476,-0.247425,-0.145719,-0.093858,0.000000,0.828077,0.432050,0.441270,0.116579,0.208871,0.205284,0.340529,0.310759,0.348086,0.558592,0.441408,0.861298,0.917205
225,0.001461,0.006175,0.005268,-0.005073,0.001280,-0.006945,0.009694,0.011112,-0.003209,0.000740,-0.002835,0.001698,0.029895,0.013710,0.002033,-0.007038,0.000896,-0.036864,0.118203,0.555964,0.329730,0.674189,0.225122,1.116733,0.426154,1.121315,0.499299,0.500701,1.486516,1.483508
225,0.002920,-0.003746,-0.000636,0.000390,0.010198,0.005764,0.014013,0.000960,-0.009550,0.006481,0.004699,0.008259,-0.010604,-0.015679,-0.007825,0.008602,-0.000875,-0.034920,0.149436,0.477311,0.311293,0.809585,0.158130,1.136780,0.459134,1.244792,0.499963,0.500037,1.486843,1.485924
225,-0.107699,-0.265461,-0.153045,-0.316196,-0.206367,-0.205734,-0.319154,-0.329755,-0.367927,-0.407361,-0.463456,-0.409235,-0.299249,-0.413715,-0.458234,-0.425851,0.000000,0.558734,0.698818,0.987438,0.062853,0.105549,0.011208,0.115838,0.088194,0.036857,0.634387,0.365613,0.927172,0.970691
225,-0.104281,-0.244812,-0.271967,-0.247987,-0.228439,-0.293227,-0.327190,-0.361339,-0.401629,-0.453005,-0.484769,-0.476581,-0.474064,-0.475117,-0.484401,-0.461383,-0.000021,0.775964,0.723148,0.748320,0.000341,0.010085,0.011788,0.011834,0.006883,0.008330,0.641195,0.358805,0.477822,0.371223
225,-0.103422,-0.244779,-0.272031,-0.248002,-0.228390,-0.293019,-0.327436,-0.361043,-0.401573,-0.453039,-0.484504,-0.476330,-0.473532,-0.474836,-0.484473,-0.460988,-0.000021,0.775925,0.722938,0.747630,-0.000048,0.010792,0.011204,0.007934,0.012094,0.011437,0.641623,0.358377,0.485372,0.377021
225,-0.103332,-0.244750,-0.272107,-0.248163,-0.228402,-0.292859,-0.327582,-0.361084,-0.401559,-0.453118,-0.484068,-0.476340,-0.473501,-0.474719,-0.484510,-0.461253,-0.000021,0.776222,0.722377,0.747866,0.000004,0.010401,0.003266,0.012568,0.004208,0.010866,0.641535,0.358465,0.484935,0.376886
225,-0.073132,-0.247384,-0.273754,-0.267291,-0.231577,-0.277287,-0.329699,-0.350786,-0.389039,-0.450883,-0.481272,-0.468112,-0.466437,-0.470779,-0.472835,-0.447989,0.000000,0.840397,0.726207,0.733217,0.010490,0.033972,0.034564,-0.005694,-0.005916,0.010969,0.651152,0.348848,0.734821,0.627705
225,-0.043342,-0.159530,-0.211617,-0.169422,-0.161294,-0.175956,-0.216421,-0.236130,-0.248061,-0.335722,-0.374634,-0.370909,-0.322803,-0.353359,-0.386800,-0.360577,-0.000042,0.958624,0.488465,0.587328,0.075113,0.165466,0.222142,0.323093,0.344510,0.401176,0.570722,0.429278,0.266922,0.220126
225,-0.042765,-0.160050,-0.216625,-0.164390,-0.150663,-0.176045,-0.215770,-0.230983,-0.250066,-0.333637,-0.359846,-0.364866,-0.329633,-0.353751,-0.393440,-0.353198,-0.000042,0.960358,0.498100,0.586530,0.085884,0.167146,0.243482,0.365279,0.388976,0.379746,0.573410,0.426590,0.268901,0.202469
225,-0.042769,-0.160083,-0.216663,-0.164350,-0.150656,-0.175995,-0.215746,-0.231003,-0.250115,-0.333599,-0.359747,-0.364672,-0.329574,-0.353789,-0.393308,-0.353122,-0.000042,0.960356,0.497933,0.571214,0.085294,0.165965,0.242891,0.363844,0.372052,0.377839,0.573425,0.426575,0.269000,0.202510
225,-0.030785,-0.069833,-0.097288,-0.102532,-0.108809,-0.170487,-0.186682,-0.215326,-0.239837,-0.273201,-0.302815,-0.263494,-0.301252,-0.240306,-0.247537,-0.286614,-0.000021,0.984498,0.455810,0.464677,0.118168,0.195659,0.308980,0.296312,0.310414,0.207694,0.549132,0.450868,0.303424,0.310123
225,-0.018627,-0.103009,-0.152998,-0.130549,-0.128941,-0.162140,-0.193844,-0.219881,-0.246327,-0.287334,-0.305390,-0.299675,-0.299517,-0.315736,-0.328103,-0.308656,0.000000,0.981484,0.348205,0.450764,0.104713,0.182229,0.263488,0.347060,0.390417,0.472801,0.582790,0.417210,0.509070,0.435176
225,-0.001850,-0.118679,-0.111687,-0.111605,-0.127840,-0.155214,-0.181667,-0.220509,-0.226067,-0.272735,-0.256877,-0.271364,-0.273592,-0.267480,-0.229322,-0.188580,0.000000,0.860833,0.325093,0.436058,0.065829,0.170809,0.230955,0.311508,0.298695,0.378202,0.573830,0.426170,0.910131,0.935192
225,-0.001164,-0.054033,0.007428,-0.011672,-0.008904,-0.007424,-0.013721,-0.007161,-0.028386,-0.002432,0.009147,-0.017832,0.010192,0.003324,0.004280,0.026155,0.000000,0.034284,0.215244,0.453065,-0.000398,0.252866,0.228763,0.777498,0.507028,0.922330,0.500716,0.499284,1.455249,1.465424
225,0.001764,0.009019,-0.020018,0.007282,0.020873,0.002836,0.007250,-0.000704,-0.004479,0.007804,-0.017150,0.005280,-0.017962,-0.003551,-0.006565,-0.016413,-0.000875,-0.038254,0.022034,0.405802,0.522363,0.896727,0.117370,1.066637,0.470118,1.089243,0.501442,0.498558,1.486334,1.484464
225,-0.121266,-0.239135,-0.261564,-0.236531,-0.230363,-0.299543,-0.327975,-0.360058,-0.403706,-0.457758,-0.480403,-0.473531,-0.475133,-0.476119,-0.484399,-0.463271,-0.000021,0.793971,0.710015,0.730340,0.003600,0.003835,0.001036,-0.010141,0.015325,0.022556,0.640471,0.359529,0.449423,0.365399
225,-0.103611,-0.242567,-0.268416,-0.251205,-0.228271,-0.295783,-0.328849,-0.362461,-0.400504,-0.450006,-0.481773,-0.476250,-0.471499,-0.474198,-0.486050,-0.461239,-0.000021,0.779781,0.722744,0.747460,0.001762,0.007537,0.010647,0.007186,0.007939,0.014183,0.640725,0.359275,0.478173,0.372411
225,-0.103176,-0.242594,-0.268475,-0.251145,-0.228296,-0.295736,-0.328792,-0.362186,-0.400576,-0.449980,-0.481587,-0.476139,-0.472004,-0.474217,-0.486033,-0.461669,-0.000021,0.779998,0.722182,0.747355,0.001574,0.006740,0.013103,0.001990,0.009991,0.011075,0.640670,0.359330,0.478885,0.373127
225,-0.095881,-0.240825,-0.270017,-0.249391,-0.222805,-0.290880,-0.328851,-0.355634,-0.398162,-0.446713,-0.477244,-0.467489,-0.467015,-0.468293,-0.481844,-0.458630,-0.000271,0.783617,0.721434,0.727360,0.014509,0.005328,0.009440,-0.016666,0.006981,0.004968,0.638047,0.361953,0.490475,0.379447
225,-0.040640,-0.192068,-0.193478,-0.208438,-0.197697,-0.274471,-0.310349,-0.343126,-0.354479,-0.400151,-0.403610,-0.345749,-0.335368,-0.314577,-0.332334,-0.344972,-0.000167,0.935381,0.534630,0.586204,0.028948,0.074495,0.173098,0.246006,0.351254,0.442413,0.590091,0.409909,0.360251,0.303912
225,-0.039161,-0.199541,-0.206005,-0.213286,-0.200721,-0.245506,-0.289103,-0.315963,-0.338731,-0.382011,-0.411054,-0.359384,-0.340716,-0.329003,-0.356264,-0.380632,-0.000167,0.970107,0.573493,0.609868,0.069927,0.145451,0.229392,0.254173,0.391476,0.453162,0.580445,0.419555,0.293777,0.209540
225,-0.039220,-0.199431,-0.205590,-0.212901,-0.200414,-0.243350,-0.288176,-0.314825,-0.337980,-0.379782,-0.410290,-0.358395,-0.339483,-0.328898,-0.356150,-0.380569,-0.000167,0.969939,0.571949,0.607649,0.066984,0.141408,0.207175,0.263011,0.379688,0.443710,0.580496,0.419504,0.295163,0.210669
225,-0.044301,-0.205194,-0.219377,-0.202223,-0.197147,-0.217411,-0.262888,-0.288299,-0.326387,-0.368375,-0.397968,-0.369635,-0.323274,-0.344396,-0.377523,-0.413872,-0.000188,0.978530,0.652949,0.659859,0.053237,0.112360,0.227664,0.302096,0.345040,0.460340,0.572820,0.427180,0.277204,0.214129
90,0.035225,0.183769,0.223138,0.168773,0.133748,0.164814,0.175641,0.207242,0.224361,0.248691,0.251541,0.249050,0.219521,0.195281,0.207958,0.253314,0.000000,0.995584,-0.343139,-0.368032,0.011999,0.021833,-0.015377,-0.018092,0.007961,0.022896,0.444866,0.555134,0.265587,0.309827
